car;price;city;year;base;engine;color;wheel;url;transmission
Toyota Land Cruiser Prado;9400000;Алматы;2009; внедорожник;2.7; черный; левый руль;https://kolesa.kz//a/show/105381365; КПП автомат
Kia Morning;2550000;Алматы;2011; хэтчбек;1; нет цвета; левый руль;https://kolesa.kz//a/show/104106922; КПП автомат
Nissan Almera;3799999;Алматы;2014; седан;1.6; бежевый; левый руль;https://kolesa.kz//a/show/105596602; КПП автомат
BMW 523;1350000;Алматы;1997; седан;2.5; золотистый; левый руль;https://kolesa.kz//a/show/105557439; КПП типтроник
Mitsubishi Montero Sport;2999999;Алматы;1999; внедорожник;3; черный; левый руль;https://kolesa.kz//a/show/104148624; КПП автомат
Toyota Camry;7200000;Алматы;2015; седан;2.5; хамелеон; левый руль;https://kolesa.kz//a/show/105120329; КПП автомат
Toyota Land Cruiser Prado;13500000;Алматы;2011; внедорожник;4; белый; левый руль;https://kolesa.kz//a/show/105672145; КПП автомат
Infiniti QX80;27990000;Алматы;2019; внедорожник;5.6; белый; левый руль;https://kolesa.kz//a/show/45120658; КПП типтроник
Land Rover Range Rover;13500000;Алматы;2012; внедорожник;5; серый; левый руль;https://kolesa.kz//a/show/104774871; КПП автомат
Chevrolet Cruze;3300000;Алматы;2013; седан;1.4; белый; левый руль;https://kolesa.kz//a/show/105577192; КПП механика
Fiat Panda;1700000;Алматы;2006; хэтчбек;1.2; жёлтый; левый руль;https://kolesa.kz//a/show/103652538; КПП автомат
Audi A6;2600000;Алматы;2001; седан;2.4; серебристый; левый руль;https://kolesa.kz//a/show/105518468; КПП вариатор
Lexus RX 270;9200000;Алматы;2011; кроссовер;2.7; белый; левый руль;https://kolesa.kz//a/show/105664641; КПП автомат
Nissan Qashqai;8400000;Алматы;2017; кроссовер;2; серый; левый руль;https://kolesa.kz//a/show/105469061; КПП вариатор
Toyota Corolla;4900000;Алматы;2012; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105432796; КПП автомат
Mitsubishi Delica;2000000;Алматы;1998; микровэн;2.4; белый; правый руль;https://kolesa.kz//a/show/105295547; КПП автомат
Toyota Yaris;3600000;Алматы;2010; седан;1.3; серебристый; левый руль;https://kolesa.kz//a/show/105582749; КПП автомат
Toyota Matrix;3300000;Алматы;2003; хэтчбек;1.8; серый; левый руль;https://kolesa.kz//a/show/105554115; КПП автомат
Mazda CX-5;14290000;Алматы;2020; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/105206818; КПП автомат
Toyota Corolla;3100000;Алматы;2002; седан;1.8; бордовый; левый руль;https://kolesa.kz//a/show/105548330; КПП автомат
Toyota Corolla;3350000;Алматы;2006; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/103701347; КПП автомат
Mazda CX-9;20890000;Алматы;2020; кроссовер;2.5; серый; левый руль;https://kolesa.kz//a/show/88452071; КПП автомат
Mazda CX-5;11350000;Алматы;2020; кроссовер;2; нет цвета; левый руль;https://kolesa.kz//a/show/95930814; КПП автомат
Mazda 6;13100000;Алматы;2020; седан;2; черный; левый руль;https://kolesa.kz//a/show/104249676; КПП автомат
ВАЗ (Lada) 2104;800000;Алматы;2007; универсал;1.5; зеленый; левый руль;https://kolesa.kz//a/show/105527703; КПП механика
Toyota Lite Ace;600000;Алматы;1992; минивэн;2.2; серебристый; правый руль;https://kolesa.kz//a/show/105713817; КПП автомат
Toyota Corolla;5700000;Алматы;2012; седан;1.6; белый; левый руль;https://kolesa.kz//a/show/105461423; КПП автомат
Volkswagen Golf;1450000;Алматы;1994; хэтчбек;1.8; синий; левый руль;https://kolesa.kz//a/show/103967050; КПП автомат
Kia Morning;4250000;Алматы;2017; хэтчбек;1; белый; левый руль;https://kolesa.kz//a/show/105700753; КПП типтроник
Subaru Forester;2350000;Алматы;1998; кроссовер;2; черный; правый руль;https://kolesa.kz//a/show/105469752; КПП автомат
Nissan X-Trail;7150000;Алматы;2015; кроссовер;2; зеленый; левый руль;https://kolesa.kz//a/show/103973737; КПП вариатор
ГАЗ ГАЗель;2800000;Алматы;2003; пикап;2.9; белый; левый руль;https://kolesa.kz//a/show/102125325; КПП механика
Toyota RAV 4;11500000;Алматы;2018; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/105575388; КПП вариатор
Nissan Terrano;6500000;Алматы;2018; кроссовер;2; нет цвета; левый руль;https://kolesa.kz//a/show/103244852; КПП автомат
Lexus GX 470;7700000;Алматы;2005; внедорожник;4.7; белый; левый руль;https://kolesa.kz//a/show/103259884; КПП автомат
Nissan Terrano;6800000;Алматы;2019; кроссовер;2; серебристый; левый руль;https://kolesa.kz//a/show/96740072; КПП типтроник
Infiniti FX35;4300000;Алматы;2003; кроссовер;3.5; серебристый; левый руль;https://kolesa.kz//a/show/105401110; КПП автомат
Toyota Camry;7890000;Алматы;2012; седан;3.5; серебристый; левый руль;https://kolesa.kz//a/show/105620176; КПП автомат
Lexus LX 570;22700000;Алматы;2014; внедорожник;5.7; белый; левый руль;https://kolesa.kz//a/show/105693810; КПП типтроник
Toyota RAV 4;10800000;Алматы;2017; кроссовер;2; белый; левый руль;https://kolesa.kz//a/show/98655707; КПП вариатор
Nissan Almera Classic;3000000;Алматы;2012; седан;1.6; серебристый; левый руль;https://kolesa.kz//a/show/105716595; КПП механика
Honda Civic;2500000;Алматы;1992; хэтчбек;2; серебристый; левый руль;https://kolesa.kz//a/show/94166961; КПП механика
Kia Rio;3950000;Алматы;2014; седан;1.6; черный; левый руль;https://kolesa.kz//a/show/103302609; КПП типтроник
Audi A5;5200000;Алматы;2010; седан;2; белый; левый руль;https://kolesa.kz//a/show/105542111; КПП типтроник
ВАЗ (Lada) 2171 (универсал);2000000;Алматы;2014; универсал;1.6; серый; левый руль;https://kolesa.kz//a/show/105576754; КПП механика
Chevrolet Aveo;3600000;Алматы;2015; хэтчбек;1.6; черный; левый руль;https://kolesa.kz//a/show/105429694; КПП автомат
Toyota Corolla;3250000;Алматы;2008; седан;1.6; синий; левый руль;https://kolesa.kz//a/show/102623475; КПП механика
Mercedes-Benz E 400;11000000;Алматы;2013; седан;3; синий; левый руль;https://kolesa.kz//a/show/105540844; КПП автомат
Toyota Camry;8000000;Алматы;2014; седан;2.5; серый; левый руль;https://kolesa.kz//a/show/103757784; КПП автомат
Toyota Camry;10500000;Алматы;2017; седан;2.5; черный; левый руль;https://kolesa.kz//a/show/105607502; КПП автомат
Mercedes-Benz E 300;2150000;Алматы;1992; седан;3; черный; левый руль;https://kolesa.kz//a/show/105714649; КПП автомат
Nissan Primera;1800000;Алматы;2000; хэтчбек;2; серый; левый руль;https://kolesa.kz//a/show/105716318; КПП автомат
Skoda Superb;14400000;Алматы;2020; седан;2; серый; левый руль;https://kolesa.kz//a/show/105253806; КПП типтроник
Audi S8;6000000;Алматы;2006; седан;6; черный; левый руль;https://kolesa.kz//a/show/100832360; КПП автомат
Cadillac Escalade;8000000;Алматы;2007; внедорожник;6.2; черный; левый руль;https://kolesa.kz//a/show/103213075; КПП автомат
Subaru Forester;4100000;Алматы;2006; универсал;2; красный; левый руль;https://kolesa.kz//a/show/104982964; КПП автомат
Toyota Aurion;5200000;Алматы;2008; седан;3.5; черный; левый руль;https://kolesa.kz//a/show/105347149; КПП автомат
Peugeot 308;2400000;Алматы;2010; хэтчбек;1.6; серый; левый руль;https://kolesa.kz//a/show/105297112; КПП механика
Mercedes-Benz E 300;1300000;Алматы;1989; седан;3; белый; левый руль;https://kolesa.kz//a/show/105701309; КПП автомат
Mitsubishi Pajero;2100000;Алматы;1993; внедорожник;2.5; серый; правый руль;https://kolesa.kz//a/show/105663715; КПП автомат
Maserati Ghibli;32000000;Алматы;2014; седан;3; черный; левый руль;https://kolesa.kz//a/show/105527271; КПП автомат
Infiniti QX80;14800000;Алматы;2014; внедорожник;5.6; черный; левый руль;https://kolesa.kz//a/show/97063163; КПП типтроник
Foton Saga;4900000;Алматы;2016; пикап;2.5; белый; левый руль;https://kolesa.kz//a/show/101649457; КПП механика
Toyota Hilux;8000000;Алматы;2011; пикап;2.7; белый; левый руль;https://kolesa.kz//a/show/103847658; КПП механика
ВАЗ (Lada) 2171 (универсал);1600000;Алматы;2012; универсал;1.6; черный; левый руль;https://kolesa.kz//a/show/105605616; КПП механика
Nissan Maxima;2100000;Алматы;2002; седан;2; синий; левый руль;https://kolesa.kz//a/show/105628821; КПП автомат
